filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	sirt1_nwt	sirt1_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_10dpf_VAST02_plate04_SIRT1_201030_B03	201030	4	ND950	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	1	1	2	17.76886	.8167104	.28540829	.1361184	1.2470656	1	23	170	356501	5844	4813	8002	2617	61	2.702e+09	1	3666279	132835	154	241	141	129	114	532126	9525	13560.543	11482.932	1.29e+08	1291.424	8852770	398	3959.398	1036166	1408690	24_SIRT1	1	5	4	9.816667	5	1	5	-.583285	-.0842775	.1218913	-.3933922	-.539485	0	.4901042	-.0978166	.1552511	-1.158272	-.1728808	.6143848	-.5340118	-.7721932	-.5533847	-.7835004	.2104284	-.0180343	-.2181168	-.4875067	-.7263473	-.5704901	-.4077554	-.3688625	-.3882355	-.4672965	.6688406	-.4976865	-1.031816	.3305199
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_H08	201030	3	ND930	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.1737908	0	1	20.479781	1.6334208	.11099211	.4423848	3.3514888	1	3	150	742565	7816	6285	7235	2525	95	5.359e+09	1	9229797	294757	190	315	266	144	242	882826	19400	16386.656	14559.177	3.18e+08	484.8133	1.17e+08	11	4783.063	1296104	1696802	24_SIRT1	1	5	4	7.683333	5	1	5	2.67546	1.738689	1.830574	.7467344	1.320803	-.9368471	.7164975	1.397252	2.2266	1.540754	-1.564726	1.31559	1.644854	.9153651	1.065463	.853588	1.382994	2.022105	1.956896	1.111886	.8493556	.9867994	-.6801605	-.4472753	2.297632	2.097253	2.097253	1.047294	1.846993	1.218533
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_B02	201030	3	ND886	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.1391036	0	1	13.382061	.680592	.23784024	.170148	1.4808904	1	8	106	233810	5437	5962	10361	3347	43	2.399e+09	2	2760705	111982	120	243	136	114	228	566178	16727	24148.743	21431.502	4.04e+08	131.4024	2.38e+07	54	3649.517	852326.1	1208402	24_SIRT1	1	5	3	3.15	5	1	5	-1.738689	-1.659501	-.8767968	-.698164	-.9331427	.0973095	.0754589	-.4277527	.3315094	-.9459858	-.4217567	-.2215357	-.227545	.8064212	.8064212	1.340755	.4770404	-1.047294	-1.218533	-.823767	.5079181	-.6801605	.4077554	.3688625	-1.016582	-.9297163	-.6464536	-.3979765	-1.218533	-.4274319
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_F07	201030	3	ND921	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.9515988	1	2	5.2540257	.5444736	.07928008	.2722368	.4676496	1	43	141	523770	7591	6381	8541	2979	69	4.237e+09	1	5106511	189763	156	281	190	115	89	627786	7153	14038.2	12973.694	1.00e+08	8.64739	-5.88e+07	261	3980.943	1048667	1377691	24_SIRT1	1	5	3	6.766667	5	1	5	-.4341506	.028063	-.0655185	-.0655185	-.4341506	-.3989603	2.280866	-.7478586	-1.025357	.0978166	-1.88951	-1.802743	.1256613	-1.281552	-1.126391	-1.126391	-.717066	.4077554	.8755128	.9578677	.9022831	.4274319	-.2181168	.0631585	.3496269	.4672965	.7500287	.5389403	.1174861	-.3400579
InsH2Bfabp_CD15_10dpf_VAST02_plate04_SIRT1_201030_H01	201030	4	ND942	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	1	1	2	15.056972	.7486512	.23784024	.2722368	0	1	15	162	558719	7256	5773	6952	2077	77	3.909e+09	1	6898349	226907	157	319	241	105	138	672550	11528	16493.186	13660.254	1.90e+08	1652.878	1.30e+07	14	4393.535	1300426	1628778	24_SIRT1	1	5	4	8.95	5	1	5	.9046108	1.941161	1.526579	.6056064	-2.67546	-.6929004	-.1704431	-.2132027	-2.484125	.0978166	-.4217567	.1387972	.4033827	-.3054808	-.1594259	-.1594259	.3142472	.9436985	1.111886	.7263473	.2738854	.1813217	-.9867994	-1.079027	1.079027	1.047294	.8364928	1.128775	1.43573	-.8364928
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_D06	201030	3	ND911	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	1	1	2	11.435911	.3743256	.23784024	.1020888	.7014744	1	33	131																								3741.309	839376.3	1102500	24_SIRT1	1	5	3	6.1	5	1	5	-1.526579	-1.941161	-1.589532	-1.941161	-1.123573	-1.299424	-1.827204	-1.224459	-.5755268	-1.31559	-.4217567	-.7264997																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_B03	201030	3	ND892	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.933748	1	2	11.550391	.5785032	.38054438	.0680592	.7014744	1	14	112	394376	6260	5582	12603	4795	63	4.848e+09	1	4164971	158467	114	243	212	143	64	588674	5359	14486.112	14335.427	7.76e+07	-1151.505	-1.17e+08	68	4290.582	1058222	1392167	24_SIRT1	1	5	3	3.9	5	1	5	.4547992	.1030662	-.0093532	.1407598	.2843797	.3989603	1.585812	-.6541937	-.5755268	-1.690622	.3424315	-.6950675	-.0752699	-1.644854	-1.583387	-1.644854	-1.52738	.0631585	-.0360744	-.2552097	-.0360744	.7263473	.9022831	1.43573	-.1996854	-.0721959	-.8755128	-.3979765	.6576059	1.111886
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_H06	201030	3	ND915	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	1	1	2		.1020888	.11099211	0	.5455912	1	37	135	394525	7173	5554	8904	2673	55	3.445e+09	1	4299213	156245	157	224	183	132	128	546828	9465	16155.659	14372.952	1.53e+08	473.7283	-4.29e+07	7	4239.431	1010535	1342640	24_SIRT1	1	5	3	6.383333	5	1	5	.2359998	-.2552792	-.1976952	-.6056064	-1.29875	.2553541	.6685863	-2.000424	-.8721677	-2.336206	-1.564726		-.4033827	-.5927726	-.612813	-.4770404	-.4958504	-.264536	-.0180343	.5704901	-.090289	-.1813217	-.0721959	-.2926572	-.090289	-.1265702	.8364928	-.9578677	-.0360744	.5182031
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_H03	201030	3	ND898	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.0803966	0	1	14.412375	.7146216	.36468837	.2041776	.6235328	1	20	118	33443	5574	3325	8651	4396	6	3.131e+08	2	267663	16565	47	187	65	51	195	574592	14281	17094.892	15522.373	2.44e+08	55.61604	1.83e+07	402	3839.526	934032.6	1213261	24_SIRT1	1	5	3	4.233333	5	1	5	-1.055832	-.698164	-.8496452	-.9926193	-.6056064	-1.346025	-.0377026	-.3229234	-.7054673	-.6341637	.2652074	-.0244176	-.1256613	.5533847	.349563	.3142472	.3853205	-2.687716	-2.687716	-.7263473	-1.846993	-2.297632	-.1630188	1.145992	-2.297632	-2.297632	-2.297632	-1.607642	-2.297632	-2.297632
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_F04	201030	3	ND903	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	1	1	2	14.068937	1.1229768	.38054438	.3062664	1.558832	1	25	123	283503	5786	4589	8598	2469	49	2.336e+09	1	3526240	140639	131	275	172	99	173	619550	14328	18506.174	16805.056	2.65e+08	-47.8171	5866758	18	4243.251	1054514	1395621	24_SIRT1	1	5	3	4.566667	5	1	5	.2552792	.0655185	.0655185	-.1218913	.333435	1.100033	.5114692	.4099833	.3748229	.3748229	.3424315	-.1141853	.0920395	.1763742	.367383	.4583978	.1763742	-.6134658	-.823767	-.5918413	-1.016582	-.7500287	-.1996854	-.5285433	-.5285433	-.3496269	-.2366225	.457263	-.3020815	-1.079027
InsH2Bfabp_CD15_10dpf_VAST02_plate04_SIRT1_201030_F03	201030	4	ND954	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.1382175	0	1	22.62766	1.1570064	.47568048	.4423848	2.727956	1	27	174	401983	7444	5963	7763	2242	54	3.238e+09	1	3835654	141860	121	272	171	135	140	668950	10920	13761.473	12441.759	1.50e+08	360.0795	4925718	0	4615.325	1240073	1622557	24_SIRT1	1	5	4	10.1	5	1	5	1.830574	1.366947	1.366947	.9046108	.698164	.316085	-.6923432	.4819097	1.690622	1.540754	.9163619	2.000424	.3853205	-.2533471	-.2104284	-.5148374	.108835	-.3115327	.090289	.9022831	.5285433	-.3305199	-.4875067	-.823767	-.3115327	-.3305199	-.6026184	.3305199	-.3688625	.6688406
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_D01	201030	3	ND880	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	1	1	2	12.122788	.6465624	.3964004	.170148	1.0911824	1	2	100	173931	3953	3140	4141	1333	44	7.232e+08	1	2287421	89234	93	264	153	120	89	429292	7423	16878.434	17121.547	1.25e+08	-2049.3	-1.42e+08	325	3868.135	945666.5	1246159	24_SIRT1	1	5	3	2.483333	5	1	5	-.9624554	-.539485	-.6282339	-.333435	-.2552792	.4200915	-.2865772	-.4819097	-.0407033	-.9459858	.4578519	-.5564225	-1.340755	-1.281552	-1.095418	-.8297738	-1.713249	-.9578677	-1.755717	-1.956896	-1.956896	-1.846993	-1.846993	-1.846993	-1.218533	-1.298124	-1.607642	.1813217	-.7500287	-.0180343
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_D07	201030	3	ND919	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.0528859	0	1	6.8567368	.6125328	.06342406	.2722368	.5455912	1	41	139	541839	6450	5376	6893	2347	84	3.937e+09	2	4919945	199908	161	281	171	132	177	749317	13052	23726.294	20434.141	3.10e+08	886.7331	-4.44e+07	1	4184.333	1049923	1414582	24_SIRT1	1	5	3	6.633333	5	1	5	.1596785	.0467825	.1596785	-.6511877	.4136855	.0583267	-.5330702	-.5659488	-.8721677	.0978166	-2.135996	-1.657578	.853588	.236128	.1256613	.8297738	-.5340118	1.3637	.9867994	-.0721959	-.2181168	.2366225	-1.016582	-.7263473	.2738854	.6801605	.9578677	.5389403	-.3688625	.5182031
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_H01	201030	3	ND884	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.0686842	0	1	19.449467	1.3271544	.3012643	.3062664	1.8705984	1	6	104	699348	8132	5865	7943	2495	86	5.543e+09	1	8685919	256925	182	295	221	144	184	880284	15664	16674.904	15156.094	2.61e+08	68.16537	4.50e+07	139				24_SIRT1	1	5	3	2.95	5	1	5								.7159439	.7264997	.3748229	-.0573726	1.082071	1.583387	.3406948	.5927726	.4399132	.6331026	1.488228	1.755717	1.257333	.4077554	1.047294	-.4472753	-.4672965	1.677088	1.545182	1.607642	.7030663	.8493556	1.218533
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_F02	201030	3	ND890	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.0684898	0	1	18.190194	1.6674504	.74523275	.2382072	1.4029488	1	12	110	827316	9091	7374	11144	3107	91	9.034e+09	1	9433650	307208	177	298	289	134	261	925853	19827	16327.361	13935.868	3.24e+08	1161.581	1.39e+08	13	4501.918	1253726	1637630	24_SIRT1	1	5	3	3.416667	5	1	5	1.320803	1.469154	1.659501	.8231059	1.526579	-.5288648	-1.118958	1.48947	.2803347	-.2803347	1.654435	.7916386	2.326348	1.191816	1.158484	.8778963	1.644854	1.799482	2.097253	1.607642	1.386915	1.956896	.5285433	.1265702	2.687716	2.687716	1.386915	.7500287	2.687716	.624386
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_F03	201030	3	ND896	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.1091119	0	1	15.557169	1.1570064	.72937674	.3743256	1.8705984	1	18	116	334613	6829	5784	13594	3896	49	4.419e+09	1	3577082	130189	136	233	143	133	192	563935	14684	17262.457	15629.735	2.53e+08	96.39719	2.49e+07	16	4062.543	995551.8	1309144	24_SIRT1	1	5	3	4.133333	5	1	5	-.1407598	-.3137231	-.3532773	.0093532	-.4756435	.9989282	.4689607	.4819097	.7264997	.9982012	1.593219	.2634448	-.279319	.5148374	.4399132	.3853205	.4958504	-.6134658	-.4077554	.3305199	.2926572	.5079181	1.257333	.7263473	-.4672965	-.5704901	.0090168	-.7030663	-.9578677	.5811326
