filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	fto_nwt	fto_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_B06	201119	3	NC415	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.0582003	0	1	13.966775	.7146216	.52324853	.3743256	1.4808904	1	33	131															333	756228	25522	29874.943	25191.163	7.62e+08	-516.161	2.96e+08	0	4103.926	1000666	1438597	30_FTO	1	5	3	4.05	5	1	5	.6167268	.0773361	.6167268	-.1118291	-.136841	1.604084	1.109712	1.154327	.2822162	-.8207921	1.292805	.7712489	.5582959	1.950682	1.670146	1.1728	1.333153													
InsH2Bfabp_CD15_10dpf_VAST02_plate04_FTO_201119_H01	201119	4	NC455	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.9918213	1	2	8.1965468	.4083552	.63424064	.170148	.7014744	1	24	171	212658	4340	3893	24323	9987	49	4.691e+09	1	2524312	105156	122	238	155	75	91	312526	7904	22569.728	16260.595	1.78e+08	1435.447	-1.45e+08	0	3801.786	843129.6	1145731	30_FTO	1	5	4	7.05	5	1	5	-.3119191	-1.078475	-.7916386	-1.285464	-.5559701	-.5644267	-.9096375	.0737913	-.7321905	-2.061917	1.654435	-.3394567	-2.292136	-1.210004	-1.038	-1.007138	-.919825	-.142907	-1.457283	-1.823803	-1.823803	-.1813911	2.076164	2.277988	-1.079639	-.9523705	-.4516583	-.1333212	-.6864582	-2.277988
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_H08	201119	3	NC437	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.8726271	1	2	13.668463	.85074	.41225642	.680592	2.338248	1	6	153	464572	6832	5767	11109	3310	68	5.160e+09	1	7129551	228134	143	263	245	167	89	818208	6836	17536.618	15136.036	1.20e+08	-2432.021	-1.85e+08	16	4302.95	1310983	1579909	30_FTO	1	5	4	5.65	5	1	5	1.214676	1.778374	1.465234	-.9359187	1.980752	-.8704437	2.46507	1.687521	1.292805	1.438378	.5700741	.7478586	.919825	-1.248962	-1.248962	-1.379037	-1.210004	.8122178	.7295769	-.162119	-.3996777	.0474919	-.5265806	-.6864582	1.518899	1.358698	.3894143	.5932254	1.823803	1.934674
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_F08	201119	3	NC435	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.9774778	1	2	8.4977187	.7826808	.50739251	.6125328	2.0264816	1	4	151															329	892618	25876	32752.751	27242.444	8.48e+08	235.4262	3.49e+08	15	4134.143	1036839	1415165	30_FTO	1	5	4	5.533333	5	1	5	.7685224	.4150816	.4589661	.3595575	-.8151858	.7445865	.8102296	1.415702	1.007436	.8795835	1.186831	-.2208942	1.1728	1.748994	1.84051	1.333153	1.600494													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_F04	201119	3	NC407	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.9735823	1	2	4.1224736	.510444	.17441618	.510444	1.0132408	1	25	123	256267	5695	4894	14901	4095	45	3.795e+09	1	2124556	86895	120	205	114	105	262	653655	18726	39984.729	33413.906	7.49e+08	1070.484	1.51e+08	71	3883.522	926735.3	1261577	30_FTO	1	5	3	3.5	5	1	5	-.085363	-.4150816	-.2586331	.4719166	-.294066	.8442124	.433869	.4669679	-.2907509	.2062427	-1.311934	-1.235127	0	.8922428	.6236663	1.007138	.788068	-.3690087	-.9776564	-.982695	-1.079639	-.5265806	.2007308	-.1237476	-1.518899	-1.652244	-.5707313	-.852495	-2.277988	-.8122178
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_B07	201119	3	NC424	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.8450662	1	2	12.475214	.7486512	.44396845	.4764144	1.94854	1	42	140	713640	9268	6699	16813	5672	77	1.185e+10	1	7190201	253774	138	357	250	137	194	997244	15151	25216.001	20876.215	3.82e+08	-702.521	-1.50e+07	0	4522.609	1186734	1623065	30_FTO	1	5	3	4.9	5	1	5	2.11991	1.142071	1.781505	.1291231	1.179761	-.5223175	1.700478	1.274138	.9039667	-.0163839	.7321905	.3957253	1.480702	-.0640818	0	.0549173	.0366013	1.207414	1.820373	1.187962	.4203327	1.934674	.5932254	.8122178	1.582058	1.582058	.142907	1.731664	2.076164	.8389183
InsH2Bfabp_CD15_10dpf_VAST02_plate04_FTO_201119_F01	201119	4	NC453	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	1	1	2	8.0968517	.5444736	.42811243	.4423848	1.169124	1	22	169															73	635352	5672	16930.089	15804.382	9.60e+07	-3731.313	-2.20e+08	118	4096.973	983858.1	1360854	30_FTO	1	5	4	6.95	5	1	5	.5962318	-.0601266	.206072	.2871825	.1713538	2.294895	.4528109	.6189524	-.0820078	-.2737019	.6796407	-.358085	-.0549173	-1.537841	-1.537841	-1.537841	-1.537841													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_B09	201119	3	NC439	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.0283444	0	1	7.4039074	.340296	.23784024	.4083552	1.169124	1	8	155	501347	9284	6743	11078	3130	54	5.455e+09	1	5626325	163031	164	216	192	149	38	1555466	3184	12324.751	9314.9624	3.92e+07	-1610.157	-1.73e+08	100	3901.492	1026237	1431569	30_FTO	1	5	4	5.75	5	1	5	-.0341104	.2693359	.5962318	-.1291231	-.0682605	-.4010195	1.5699	-.1397103	-.0820078	-.5413951	-.6796407	-.4727891	1.748994	-1.950682	-2.091354	-2.091354	-1.069884	.2592342	.9176949	1.227334	.4621979	.2396442	-.5485223	-.7860842	1.013951	.5265806	1.312374	-.5819415	.5157048	1.461277
InsH2Bfabp_CD15_10dpf_VAST02_plate04_FTO_201119_B01	201119	4	NC449	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	0	0	1	6.0032548	.1361184	.23784024	.2722368	.7014744	1	18	165	385002	11000	9628	17843	5906	35	6.492e+09	2	3200708	126506	122	281	131	110									50	3935.032	1115181	1425319	30_FTO	1	5	4	6.716667	5	1	5	.1196481	.8343042	.4972006	-1.700478	-2.706351	.4207837	-2.316189	-1.311934	-.7321905	-1.23808	-.6796407	-.7950689						-1.247754	.3110992	1.934674	2.277988	.6160238	1.013951	.9228975	-.4621979	-.3791918	-.4516583	.8662307	-1.518899	-.5265806
InsH2Bfabp_CD15_10dpf_VAST02_plate04_FTO_201119_A02	201119	4	NC456	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.9483895	1	2	12.682826	.8167104	.82451283	.510444	1.3250072	1	25	172	634438	10574	7065	17095	3113	60	1.062e+10	1	4897921	177914	157	237	199	124	121	703018	10665	24938.702	18757.03	2.66e+08	1216.785	-9.72e+07	29	3896.46	1015141	1407120	30_FTO	1	5	4	7.116667	5	1	5	-.051178	.2162831	.440101	1.631714	.3298721	.2853679	.6744897	1.511273	.098458	.2062427	2.719607	.4147544	.3162341	-.7390873	-.6918188	-.4542693	-.4952298	.5375191	1.457283	1.823803	.7860842	1.582058	.7604767	-.8389183	.639147	.7604767	1.013951	-.1813911	.6985257	.2592342
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_F03	201119	3	NC399	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.9905947	1	2	9.59153	.1361184	.26955227	.4083552	.9352992	1	17	115	340605	6812	5299	10004	3584	50	3.524e+09	2	3591780	144127	111	229	212	121	127	617425	11873	53875.8	42989.586	6.40e+08	5036.053	-1.11e+08	67	3651.608	916581.8	1248298	30_FTO	1	5	3	2.833333	5	1	5	-.8151858	-.4719166	-.3479321	-.2162831	-1.023392	1.074478	.550186	-1.311934	-.4128199	-.5413951	-.3511308	.0175298	-.1100008	-.7152533	-.3942037	.788068	-.6236663	-.0474919	-.0766132	-.1813911	-.7106959	-.5932254	-.8389183	-.5485223	-.142907	.0474919	-1.150349	-.4411686	1.114298	.0950912
