filename	index	well	batch	tank	plate0	Project	column	row	line	proj	Exp	date	VAST	age	time	tod	length	dorsal_area	lateral_area	eye_max_d	eye_mean_d	eye_min_d	eye_area	bent_back	curvature	angle	PCE	dorsal_tail	pig_dorsal_tail	pig_dorsal_tail_Res	dorsal_area_Res	lateral_area_Res	condition	intlength	intdorsal_area	intdorsal_area_Res	intlateral_area	intlateral_area_Res	intangle	inteye_area	intbent_back	intcurvature	intPCE	intdorsal_tail	intpig_dorsal_tail	intpig_dorsal_tail_Res	conditions
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_F08	SE254	F08	1	6	3	Size	8	F	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 16:12:28	8.2	3482.527	817753.3	1153582	318.1283	280.8306	262.1226	61967.77	.0256036	.000034	167.5546	14205.93				8932.07	30554.83	0	1.766955	1.116454	.3443112	2.007321	.8757839	1.209847	1.331797	-.8966256	-.1838047	.0478141				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_F09	SE262	F09	1	6	3	Size	9	F	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 16:21:27	8.35	3390.719	806867.1	1066581	301.8044	249.8575	218.75	49047.85	.0221256	.0000286	162.6104	7805.786	372823.5	98604.13	5862.861	11754.94	-32940.64	0	1.079224	.8372732	.432599	.0407695	-1.055966	.5055555	-.3159605	-2.007321	-.4479813	-.7854268	.9168461	.728971	.4262813	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_G02	SE207	G02	1	7	3	Size	2	G	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:18:45	7.3	3183.679	720315.6	1063501	285.9114	247.2774	230.2543	48060.91	.0372743	.0000624	137.1491	13817.14				-43880.3	16985.74	1	-.200022	-.8966256	-1.236355	-.0152849	.3731774	-1.93088	-.4930868	.8372732	.7076435	-.0159326				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_G03	SE215	G03	1	7	3	Size	3	G	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:27:37	7.45	3249.637	780130	1088832	283.909	250.7982	233.7053	49556.27	.0264045	.0000254	151.3535	17645.26	308672.5	56823.73	-24353.35	6084.933	25430.38	1	.1896371	.200022	.2586331	.5514857	.7472411	-.4822482	-.2628283	-.7133814	-.5668246	.6678376	-.1959361	-1.217797	-.9936602	pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_G04	SE223	G04	1	7	3	Size	4	G	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:36:27	7.6	2288.317	710446.2	906129.1	274.0923	227.1404	202.0207	40524.29	.0758976		142.0416	17286.38				79950.13	88845.77	1	-2.87307	-1.097649	1.871871	-1.563708	2.317219	-1.460936	-1.382994	2.190952		.590158				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_G05	SE231	G05	1	3	3	Size	5	G	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:45:57	7.75	2763.899	705451.7	952335.8	261.7033	227.3925	199.6094	40614.02	.0464136	.0001462	148.974					3939.49	13293.37	1	-1.530002	-1.1553	.1956323	-1.195972	.286376	-.6777308	-1.356951	1.438097	1.806544					pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_G06	SE239	G06	1	3	3	Size	6	G	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:55:35	7.916667	3244.518	751478.9	1053751	312.1985	266.5569	241.6026	55806.88	.0306313	.0000456	160.6249	8613.281				-21801.71	-8340.005	1	.1379956	-.2733908	-.5361763	-.1896371	-.3731774	.3145723	.5753707	-.0560719	.2804052	-.6156348				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_G07	SE247	G07	1	3	3	Size	7	G	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 16:04:23	8.066667	2845.924	728211.1	953591.9	284.7782	239.3891	218.9082	45010.38	.0360221	.0000781	157.6929					14450.44	-6450.765	1	-1.41001	-.7399182	.5361763	-1.1553	-.3294663	.030951	-.8665678	.7399182	1.04541					pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_G08	SE255	G08	1	3	3	Size	8	G	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 16:13:42	8.216666	2997.028	696599.1	984336.6	270.1843	238.7555	216.0156	44771.12	.039969	.0000894	152.4165	16748.05				-39725.01	-14391.88	1	-1.061158	-1.331797	-1.04082	-1.00893	-.5806514	-.3472613	-.9275163	1.079224	1.224315	.5341752				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_G09	SE263	G09	1	3	3	Size	9	G	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 16:22:26	8.366667	3173.647	767927.9	1049804	284.0028	247.1401	226.9531	47971.19	.0352609	.00006	157.4007	16748.05	285329.9	55462.95	-21506.27	5230.075	5856.703	1	-.2946089	.0254766	.2165341	-.2417897	-.0462453	.0206321	-.5337768	.6241633	.6420614	.5341752	-.6821476	-1.327129	-.8450942	pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_H01	SE200	H01	1	8	3	Size	1	H	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:10:59	7.166667	2862.453	698363.6	943722.6	270.4919	233.9205	213.2813	42976.68	.0483224	.0001336	142.3591	15192.87				-17865.2	-20551.93	0	-1.331797	-1.283871	-.4438613	-1.283871	-.7337276	-1.431582	-1.1553	1.49795	1.665398	.2086189				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_H02	SE208	H02	1	8	3	Size	2	H	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:19:44	7.316667	3167.286	759404.3	1085034	291.7968	257.9894	237.8906	52277.83	.0259543	.0000303	163.3008	11245.12	409280.4	126687	27373.84	-2343.583	42715.96	0	-.3482635	-.0867197	0	.4475589	1.256275	.5650843	.0764961	-.8372732	-.3573453	-.329834	1.455138	1.612762	1.388291	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_H03	SE216	H03	1	8	3	Size	3	H	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:28:33	7.466667	3167.712	732906.5	1060271	273.4879	238.4992	213.2813	44681.4	.0284331	.0000515	156.757	10168.46				-28905.08	17843.64	0	-.3374571	-.6744897	-.8489334	-.0560719	.4176138	0	-.9593184	-.3591108	.4250046	-.4326704				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_H04	SE224	H04	1	8	3	Size	4	H	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:37:37	7.616667	3514.407	844639.9	1171705	305.4929	270.1399	244.9093	57362.06	.0246712	.0000365	160.7148	22759.4				31058.1	40516.64	0	1.936181	1.766955	1.058569	2.506447	1.212268	.3254296	.8300614	-1.195972	-.0784124	1.476423				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_H05	SE232	H05	1	8	3	Size	5	H	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:47:06	7.783333	3458.415	833155.5	1124841	298.4847	257.6874	235.1563	52158.2	.0213286	.0000268	167.7709	14624.63				27934.75	7987.218	0	1.563708	1.49795	.9247383	1.356951	.0771244	1.231577	.045869	-2.190952	-.5065081	.0904041				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_H06	SE240	H06	1	8	3	Size	6	H	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:56:31	7.933333	3353.801	803637.1	1097924	312.9938	274.5528	257.0396	59216.31	.0227408	.000023	164.4873		302092.9	80629.88	638.8757	14037.79	7854.15	0	.7946292	.7669867	.512697	.7399182	.0668246	.7716374	1.043433	-1.873672	-.6810603		-.3218414	-.0730736	.0243386	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_H07	SE248	H07	1	8	3	Size	7	H	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 16:05:24	8.083333	3434.665	823435.7	1155496	305.869	258.1862	232.4219	52397.46	.0296646	.0000449	170.4525	10288.09	339805.9	113587.6	26798.3	21761.48	44722.73	0	1.438097	1.238726	.7102469	2.090361	1.327249	1.671362	.1071952	-.1896371	.2587433	-.4094582	.3997775	1.217797	1.327129	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_H08	SE256	H08	1	8	3	Size	8	H	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 16:15:00	8.25	3274.411	783868.4	1072114	336.0934	282.3389	260.9175	62625.73	.0281703	.0000494	166.5844	13428.34				6124.117	2369.791	0	.3591108	.2628283	.2692269	.143141	-.0874323	1.071487	1.41001	-.4140168	.3351658	-.0478141				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_H09	SE264	H09	1	3	3	Size	9	H	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 16:23:23	8.383333	3213.774	808511.9	1055635	345.5712	297.3975	282.9877	69474.48	.0312386	.0000504	162.8524	16329.35	337832	74498.9	-11934.63	39822.15	1415.155	1	-.045869	.8665678	1.281552	-.1689275	-.1495147	.5173122	2.090361	.0152849	.3685006	.421036	.3735517	-.3997775	-.4802242	pdx1_crispants
