index	filename	time	control_1_mutant_2_uninjected_0	plate	treatment	column	row	well	luminescenceplatea	luminescenceplateb	rlu_mean	rlu_percstdev	conc	rlublanksub	rsquared_gluglo	stdcurvefunction_gluglo	intercept_gluglo	slope_gluglo	blank_gluglo	maxstd_gluglo	glucconc_well_um	gluc	row384	column384	gluglo_assayfilename	assay_plate	date	experiment	gene	diet	fasted	age	luminiscence_d	delta_lum_d	luminiscence_dd	random_nr	assay_jitter	time_jitter	sirt1_dich	intgluc
SIRT1_060	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_D08	75	1	plate01	fasted	8	D	G08	96160	98530	97345	1.72155	NA	90748.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	2.541276	7.219533	G	8	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	97345	2370	1.024646	90	1.13	78.55	0	-.5912576
SIRT1_052	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_D07	75	2	plate01	fasted	7	D	G07	166200	151400	158800	6.590164	NA	152203.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	4.295031	12.20179	G	7	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	158800	14800	.9109507	12	.974	75.43	1	.4118699
SIRT1_164	20240516_GGTassay_7dpf_SIRT1_fasted_plate02_D09	75	2	plate02	fasted	9	D	G22	203500	206300	204900	.9662758	NA	198303.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	5.610597	15.9392	G	22	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	204900	2800	1.013759	17	.984	75.63	1	.869118
SIRT1_317	20240516_GGTassay_7dpf_SIRT1_fasted_plate04_E04	75	1	plate04	fasted	4	E	J17	86790	93380	90085	5.172708	NA	83488.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	2.334095	6.630953	J	17	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	90085	6590	1.07593	89	1.128	78.51	0	-.7126102
SIRT1_050	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_B07	75	2	plate01	fasted	7	B	C07	100700	105200	102950	3.090802	NA	96353.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	2.701227	7.67394	C	7	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	102950	4500	1.044687	17	.984	75.63	1	-.4780583
SIRT1_562	20240516_GGTassay_7dpf_SIRT1_fasted_plate07_B01	75	2	plate07	fasted	1	B	D01	262000	296500	279250	8.735966	NA	270293.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	8.089186	22.98064	D	1	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	279250	34500	1.131679	65	2.08	77.55	1	1.556601
SIRT1_168	20240516_GGTassay_7dpf_SIRT1_fasted_plate02_H09	75	2	plate02	fasted	9	H	O22	179400	184800	182100	2.096857	NA	175503.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	4.959949	14.09076	O	22	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	182100	5400	1.0301	53	1.056	77.07	1	.6847872
SIRT1_318	20240516_GGTassay_7dpf_SIRT1_fasted_plate04_F04	75	1	plate04	fasted	4	F	L17	105300	96410	100855	6.232888	NA	94258.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	2.641441	7.504095	L	17	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	100855	8890	.9155746	90	1.13	78.55	0	-.5212769
SIRT1_310	20240516_GGTassay_7dpf_SIRT1_fasted_plate04_F03	75	2	plate04	fasted	3	F	L16	274600	267600	271100	1.825801	NA	264503.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	7.499762	21.30614	L	16	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	271100	7000	.9745084	100	1.15	78.95	1	1.394908
SIRT1_408	20240516_GGTassay_7dpf_SIRT1_fasted_plate05_H05	75	2	plate05	fasted	5	H	O05	118500	119100	118800	.3571246	NA	109843.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	3.3372	9.480682	O	5	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	118800	600	1.005063	6	1.962	75.19	1	-.0136234
SIRT1_161	20240516_GGTassay_7dpf_SIRT1_fasted_plate02_A09	75	2	plate02	fasted	9	A	A22	297000	305100	301050	1.902529	NA	294453.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	8.354451	23.73424	A	22	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	301050	8100	1.027273	18	.986	75.67	1	1.614026
SIRT1_493	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_E04	75	1	plate06	fasted	4	E	I17	69190	72320	70755	3.128039	NA	61798.17	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	1.91427	5.438267	I	17	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	70755	3130	1.045238	62	2.074	77.43	0	-1.099066
SIRT1_491	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_C04	75	1	plate06	fasted	4	C	E17	42860	45240	44050	3.820463	NA	35093.17	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	1.123359	3.19136	E	17	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	44050	2380	1.05553	43	2.036	76.67	0	-1.748169
SIRT1_165	20240516_GGTassay_7dpf_SIRT1_fasted_plate02_E09	75	2	plate02	fasted	9	E	I22	288800	289200	289000	.0978694	NA	282403.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	8.010578	22.75732	I	22	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	289000	400	1.001385	100	1.15	78.95	1	1.520996
SIRT1_404	20240516_GGTassay_7dpf_SIRT1_fasted_plate05_D05	75	2	plate05	fasted	5	D	G05	124700	116700	120700	4.686706	NA	111743.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	3.393472	9.640545	G	5	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	120700	8000	.935846	94	2.138	78.71	1	.0245238
SIRT1_486	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_F03	75	2	plate06	fasted	3	F	K16	167000	173000	170000	2.495671	NA	161043.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	4.85357	13.78855	K	16	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	170000	6000	1.035928	40	2.03	76.55	1	.630663
SIRT1_058	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_B08	75	1	plate01	fasted	8	B	C08	56720	64170	60445	8.715271	NA	53848.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	1.488252	4.227989	C	8	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	60445	7450	1.131347	4	.958	75.11	0	-1.455062
SIRT1_313	20240516_GGTassay_7dpf_SIRT1_fasted_plate04_A04	75	1	plate04	fasted	4	A	B17	166500	175300	170900	3.641041	NA	164303.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	4.640331	13.18276	B	17	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	170900	8800	1.052853	21	.992	75.79	0	.5400966
SIRT1_176	20240516_GGTassay_7dpf_SIRT1_fasted_plate02_H10	75	1	plate02	fasted	10	H	O23	266500	255000	260750	3.118592	NA	254153.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	7.204401	20.46705	O	23	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	260750	11500	.956848	56	1.062	77.19	0	1.239346
SIRT1_051	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_C07	75	2	plate01	fasted	7	C	E07	122300	108100	115200	8.716073	NA	108603.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	3.050808	8.667068	E	7	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	115200	14200	.8838921	40	1.03	76.55	1	-.2002253
SIRT1_481	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_A03	75	2	plate06	fasted	3	A	A16	108800	112200	110500	2.175713	NA	101543.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	3.091382	8.782336	A	16	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	110500	3400	1.03125	52	2.054	77.03	1	-.1780348
SIRT1_483	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_C03	75	2	plate06	fasted	3	C	E16	88300	91660	89980	2.640452	NA	81023.16	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	2.483649	7.055822	E	16	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	89980	3360	1.038052	32	2.014	76.23	1	-.6174219
SIRT1_199	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_G01	75	2	plate03	fasted	1	G	N01	267400	257300	262350	2.722233	NA	255753.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	7.250061	20.59676	N	1	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	262350	10100	.9622289	84	1.118	78.31	1	1.275382
SIRT1_492	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_D04	75	1	plate06	fasted	4	D	G17	49940	51940	50940	2.776234	NA	41983.17	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	1.327417	3.771071	G	17	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	50940	2000	1.040048	78	2.106	78.07	0	-1.614026
SIRT1_167	20240516_GGTassay_7dpf_SIRT1_fasted_plate02_G09	75	2	plate02	fasted	9	G	M22	135900	136300	136100	.2078198	NA	129503.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	3.647236	10.36147	M	22	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	136100	400	1.002943	58	1.066	77.27	1	.1449091
SIRT1_054	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_F07	75	2	plate01	fasted	7	F	K07	127500	123900	125700	2.025127	NA	119103.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	3.350449	9.51832	K	7	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	125700	3600	.9717647	30	1.01	76.15	1	-.0081739
SIRT1_207	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_G02	75	1	plate03	fasted	2	G	N02	171400	162800	167100	3.639209	NA	160503.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	4.53189	12.87469	N	2	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	167100	8600	.949825	21	.992	75.79	0	.4995509
SIRT1_055	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_G07	75	2	plate01	fasted	7	G	M07	155900	147700	151800	3.819681	NA	145203.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	4.095271	11.63429	M	7	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	151800	8200	.9474022	99	1.148	78.91	1	.353234
SIRT1_208	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_H02	75	1	plate03	fasted	2	H	P02	104300	98820	101560	3.815424	NA	94963.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	2.66156	7.561251	P	2	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	101560	5480	.9474593	88	1.126	78.47	0	-.5088326
SIRT1_173	20240516_GGTassay_7dpf_SIRT1_fasted_plate02_E10	75	1	plate02	fasted	10	E	I23	39920	37250	38585	4.893029	NA	31988.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	.8644283	2.455762	I	23	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	38585	2670	.9331163	66	1.082	77.59	0	-2.193646
SIRT1_405	20240516_GGTassay_7dpf_SIRT1_fasted_plate05_E05	75	2	plate05	fasted	5	E	I05	130100	118500	124300	6.598905	NA	115343.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	3.500092	9.943441	I	5	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	124300	11600	.9108378	89	2.128	78.51	1	.0681677
SIRT1_406	20240516_GGTassay_7dpf_SIRT1_fasted_plate05_F05	75	2	plate05	fasted	5	F	K05	109700	106100	107900	2.359207	NA	98943.16	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	3.014379	8.563577	K	5	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	107900	3600	.9671832	9	1.968	75.31	1	-.2281042
SIRT1_383	20240516_GGTassay_7dpf_SIRT1_fasted_plate05_G02	90	1	plate05	fasted	2	G	M02	222600	238300	230450	4.817347	NA	221493.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	6.643895	18.8747	M	2	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	230450	15700	1.07053	98	2.146	93.87	0	1.10909
SIRT1_116	20240516_GGTassay_7dpf_SIRT1_fasted_plate02_D03	90	2	plate02	fasted	3	D	G16	163400	148000	155700	6.993863	NA	149103.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	4.206565	11.95047	G	16	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	155700	15400	.9057528	95	1.14	93.75	1	.3823876
SIRT1_118	20240516_GGTassay_7dpf_SIRT1_fasted_plate02_F03	90	2	plate02	fasted	3	F	K16	440400	430400	435400	1.624039	NA	428803.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	12.18843	34.62622	K	16	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	435400	10000	.9772934	17	.984	90.63	1	2.193646
SIRT1_016	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_H02	90	1	plate01	fasted	2	H	O02	115900	121700	118800	3.452205	NA	112203.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	3.153542	8.958926	O	2	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	118800	5800	1.050043	64	1.078	92.51	0	-.1229156
SIRT1_231	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_G05	90	2	plate03	fasted	5	G	N05	205800	184600	195200	7.679643	NA	188603.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	5.333786	15.1528	N	5	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	195200	21200	.8969874	58	1.066	92.27	1	.8147466
SIRT1_003	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_C01	90	2	plate01	fasted	1	C	E01	251000	249500	250250	.4238402	NA	243653.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	6.90476	19.6158	E	1	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	250250	1500	.9940239	72	1.094	92.83	1	1.139852
SIRT1_378	20240516_GGTassay_7dpf_SIRT1_fasted_plate05_B02	90	1	plate05	fasted	2	B	C02	66820	66020	66420	.8516793	NA	57463.17	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	1.785882	5.073529	C	2	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	66420	800	.9880275	62	2.074	92.43	0	-1.227685
SIRT1_232	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_H05	90	2	plate03	fasted	5	H	P05	343400	303700	323550	8.676291	NA	316953.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	8.996539	25.55835	P	5	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	323550	39700	.8843914	28	1.006	91.07	1	1.773856
SIRT1_009	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_A02	90	1	plate01	fasted	2	A	A02	98900	109700	104300	7.321911	NA	97703.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	2.739752	7.783387	A	2	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	104300	10800	1.109201	63	1.076	92.47	0	-.4387129
SIRT1_365	20240516_GGTassay_7dpf_SIRT1_fasted_plate04_E10	90	1	plate04	fasted	10	E	J23	85100	88590	86845	2.841617	NA	80248.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	2.241635	6.368281	J	23	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	86845	3490	1.041011	41	1.032	91.59	0	-.799651
SIRT1_124	20240516_GGTassay_7dpf_SIRT1_fasted_plate02_D04	90	1	plate02	fasted	4	D	G17	279700	274100	276900	1.430046	NA	270303.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	7.665277	21.77636	G	17	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	276900	5600	.9799786	17	.984	90.63	0	1.455062
SIRT1_374	20240516_GGTassay_7dpf_SIRT1_fasted_plate05_F01	90	2	plate05	fasted	1	F	K01	36420	37310	36865	1.707107	NA	27908.17	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	.9105632	2.586827	K	1	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	36865	890	1.024437	40	2.03	91.55	1	-2.086244
SIRT1_239	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_G06	90	1	plate03	fasted	6	G	N06	152800	147000	149900	2.73597	NA	143303.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	4.041049	11.48026	N	6	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	149900	5800	.9620419	34	1.018	91.31	0	.3330051
SIRT1_004	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_D01	90	2	plate01	fasted	1	D	G01	551400	544300	547850	.9163929	NA	541253.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	15.39744	43.74273	G	1	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	547850	7100	.9871237	48	1.046	91.87	1	2.720327
SIRT1_010	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_B02	90	1	plate01	fasted	2	B	C02	117600	125300	121450	4.483098	NA	114853.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	3.229166	9.173766	C	2	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	121450	7700	1.065476	15	.98	90.55	0	-.0845632
SIRT1_360	20240516_GGTassay_7dpf_SIRT1_fasted_plate04_H09	90	2	plate04	fasted	9	H	P22	307500	292200	299850	3.608049	NA	293253.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	8.320207	23.63695	P	22	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	299850	15300	.9502439	91	1.132	93.59	1	1.594297
SIRT1_237	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_E06	90	1	plate03	fasted	6	E	J06	112000	101600	106800	6.885684	NA	100203.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	2.811095	7.986066	J	6	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	106800	10400	.9071429	69	1.088	92.71	0	-.3882567
SIRT1_001	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_A01	90	2	plate01	fasted	1	A	A01	89020	93230	91125	3.266853	NA	84528.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	2.363774	6.715268	A	1	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	91125	4210	1.047293	27	1.004	91.03	1	-.7056034
SIRT1_375	20240516_GGTassay_7dpf_SIRT1_fasted_plate05_G01	90	2	plate05	fasted	1	G	M01	56200	55280	55740	1.167094	NA	46783.17	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	1.469577	4.174934	M	1	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	55740	920	.9836299	63	2.076	92.47	1	-1.503894
SIRT1_233	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_A06	90	1	plate03	fasted	6	A	B06	254400	224100	239250	8.955208	NA	232653.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	6.590851	18.72401	B	6	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	239250	30300	.8808962	86	1.122	93.39	0	1.099066
SIRT1_012	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_D02	90	1	plate01	fasted	2	D	G02	178300	189100	183700	4.157187	NA	177103.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	5.005608	14.22048	G	2	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	183700	10800	1.060572	65	1.08	92.55	0	.6916925
SIRT1_229	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_E05	90	2	plate03	fasted	5	E	J05	119500	111700	115600	4.771136	NA	109003.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	3.062223	8.699496	J	5	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	115600	7800	.934728	77	1.104	93.03	1	-.1918929
SIRT1_234	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_B06	90	1	plate03	fasted	6	B	D06	123800	123700	123750	.0571399	NA	117153.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	3.294801	9.36023	D	6	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	123750	100	.9991922	28	1.006	91.07	0	-.0463347
SIRT1_369	20240516_GGTassay_7dpf_SIRT1_fasted_plate05_A01	90	2	plate05	fasted	1	A	A01	73300	72940	73120	.3481379	NA	64163.17	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	1.984313	5.637254	A	1	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	73120	360	.9950887	54	2.058	92.11	1	-1.041107
SIRT1_236	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_D06	90	1	plate03	fasted	6	D	H06	70680	65380	68030	5.508843	NA	61433.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	1.704707	4.842917	H	6	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	68030	5300	.9250141	28	1.006	91.07	0	-1.300358
SIRT1_368	20240516_GGTassay_7dpf_SIRT1_fasted_plate04_H10	90	1	plate04	fasted	10	H	P23	120200	103800	112000	10.35406	NA	105403.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	2.959489	8.407639	P	23	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	112000	16400	.8635607	12	.974	90.43	0	-.2730919
SIRT1_235	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_C06	90	1	plate03	fasted	6	C	F06	110000	111100	110550	.7035888	NA	103953.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	2.91811	8.290085	F	6	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	110550	1100	1.01	53	1.056	92.07	0	-.3186394
SIRT1_014	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_F02	90	1	plate01	fasted	2	F	K02	464300	456100	460200	1.259947	NA	453603.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	12.89615	36.63679	K	2	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	460200	8200	.982339	54	1.058	92.11	0	2.427164
SIRT1_521	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_A08	90	1	plate06	fasted	8	A	A21	200400	203700	202050	1.154889	NA	193093.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	5.802783	16.48518	A	21	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	202050	3300	1.016467	9	1.968	90.31	0	.8932204
SIRT1_358	20240516_GGTassay_7dpf_SIRT1_fasted_plate04_F09	90	2	plate04	fasted	9	F	L22	160800	158800	159800	.8849897	NA	153203.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	4.323568	12.28286	L	22	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	159800	2000	.9875622	48	1.046	91.87	1	.4237624
